,f0_hz,loudness_db,f0_confidence
176,131.1914,-81.74053,0.509249
177,145.24944,-81.66916,0.64409715
178,157.27335,-81.59485,0.6995398
179,173.86978,-81.486694,0.7131774
180,192.21965,-81.340355,0.7836079
181,204.55049,-81.2126,0.697195
182,231.01488,-81.045006,0.66775423
183,250.13844,-80.832565,0.7703918
184,277.91132,-80.54292,0.79502535
185,304.15558,-80.25721,0.8042642
186,348.70905,-79.891136,0.7474732
187,378.13284,-79.529854,0.6150603
188,414.32635,-79.166016,0.43659785
189,473.085,-78.835266,0.44340712
190,510.2336,-78.56994,0.71223485
191,574.3702,-78.28807,0.6869901
192,644.0422,-78.02265,0.6149373
193,700.1476,-77.7833,0.4809546
194,791.81805,-77.571556,0.3369098
195,870.75354,-77.40741,0.26554063
196,990.19904,-77.23978,0.19705002
197,1056.3508,-77.11184,0.13782024
198,1172.6567,-77.014305,0.12093337
199,1360.3301,-76.99147,0.08115697
200,1478.0037,-77.03084,0.2586767
201,1477.2078,-77.06753,0.41853607
202,1485.4047,-77.14275,0.542227
203,1490.5168,-77.1763,0.56630075
204,1487.9282,-77.17431,0.5376033
205,1478.8523,-77.21058,0.5536087
206,1476.2676,-77.28456,0.4574487
207,1479.2196,-77.36435,0.443145
208,1490.3104,-77.39789,0.4384994
209,1491.7595,-77.42813,0.4410238
210,1495.8107,-77.36805,0.3984682
211,1515.3341,-77.28168,0.35988325
212,1521.3052,-77.268936,0.2199854
213,1536.0646,-77.27553,0.27185035
214,1535.592,-77.28564,0.35268337
215,1536.9983,-77.27406,0.33177045
216,1543.4791,-77.29736,0.31653476
217,1550.5282,-77.343834,0.26856133
218,1568.4042,-77.41848,0.36137083
219,1575.5492,-77.48788,0.36143056
220,1578.8428,-77.542046,0.36969748
221,1578.7926,-77.551476,0.31445837
222,1582.2908,-77.57724,0.23596054
223,1574.2499,-77.60251,0.28232816
224,1566.926,-77.69959,0.2232084
225,1546.8413,-77.73516,0.24701865
226,1517.6366,-77.778564,0.3131701
227,1513.3588,-77.75279,0.43954724
228,1502.9174,-77.74352,0.2366786
229,1500.5006,-77.73533,0.20021646
230,1480.9231,-77.65919,0.11122075
231,1474.0864,-77.57608,0.0446168
232,1512.5605,-77.553276,0.04439642
233,1529.6217,-77.589874,0.073655605
234,1544.9546,-77.63583,0.13689238
235,1554.1562,-77.67075,0.34970975
236,1547.392,-77.80465,0.4558477
237,1546.8496,-77.91703,0.44374895
238,1544.1404,-78.00971,0.43085796
239,1544.7798,-78.13857,0.39899713
240,1543.1558,-78.26357,0.37307733
241,1541.5812,-78.42358,0.32508245
242,1504.3833,-78.61251,0.36678135
243,1504.4518,-78.82892,0.4496359
244,1500.501,-79.03096,0.45327204
245,1492.4341,-79.276276,0.510771
246,1488.3201,-79.47848,0.51481307
247,1486.446,-79.71293,0.45184427
248,1485.0298,-79.90271,0.4761573
249,1486.3895,-80.06375,0.42586902
250,1485.12,-80.24181,0.3857523
251,1485.0095,-80.48228,0.19421548
252,1490.3033,-80.68738,0.17309171
253,1480.7208,-80.93045,0.1466584
254,1476.0802,-81.16296,0.13380095
255,1456.6603,-81.43298,0.1797704
256,1419.7544,-81.66148,0.124339044
257,1450.9862,-81.90057,0.124612905
258,1452.4067,-82.11932,0.104156785
259,1453.7896,-82.28016,0.15078545
260,1460.9172,-82.38571,0.22732222
261,1463.8428,-82.50636,0.24273814
262,1460.96,-82.654755,0.32159454
263,1458.432,-82.80618,0.3882297
264,1448.8015,-82.9337,0.41315153
265,1438.7152,-83.07391,0.31072453
266,1439.7648,-83.21709,0.28939468
267,1417.7678,-83.29045,0.319503
268,1420.6467,-83.30717,0.25389045
269,1444.656,-83.34978,0.29742703
270,1443.4321,-83.39574,0.22878882
271,1419.6437,-83.4472,0.16114086
272,1446.5897,-83.54501,0.1319595
273,1460.3375,-83.62803,0.15905161
274,1473.3232,-83.62756,0.0761801
275,1459.1825,-83.70071,0.083611056
276,1456.1514,-83.80415,0.11720197
277,1460.0039,-83.93028,0.14388445
278,1468.5892,-83.99433,0.22561906
279,1465.8912,-84.02044,0.30244717
280,1465.9509,-84.066475,0.18671903
281,1464.8502,-84.12998,0.19996008
282,1469.3916,-84.20262,0.40176407
283,1355.798,-84.21374,0.20332906
284,1191.9268,-84.26416,0.16210221
285,1063.508,-84.25649,0.21564046
286,959.23883,-84.307465,0.26287538
287,871.0802,-84.347046,0.21481283
288,784.52985,-84.41569,0.2931263
289,711.233,-84.52005,0.47297496
290,648.0449,-84.58239,0.50885844
291,577.2134,-84.65701,0.3049659
292,523.81885,-84.71785,0.2851656
293,465.98895,-84.69041,0.15156963
294,419.24878,-84.669106,0.0893819
295,384.17087,-84.611084,0.07916733
296,336.61337,-84.50938,0.09397839
297,310.4455,-84.423035,0.06732651
298,280.98517,-84.35644,0.090123504
299,252.0702,-84.338326,0.07438686
300,228.62755,-84.33169,0.061503354
301,203.1702,-84.29228,0.09718144
302,182.25397,-84.26945,0.09031578
303,160.8825,-84.23584,0.237053
304,154.77948,-84.18308,0.2370812
305,138.32982,-84.13958,0.21846014
306,125.437744,-84.08135,0.16801067
307,113.80974,-84.102745,0.1278766
308,102.790306,-84.15474,0.11876428
309,96.93428,-84.21347,0.13544887
310,86.224495,-84.22443,0.11245048
311,79.828865,-84.238335,0.057289567
312,72.57098,-84.235886,0.20259613
313,65.4121,-84.276184,0.11757265
314,59.337135,-84.429306,0.11973624
315,54.35409,-84.55495,0.047103092
316,49.966457,-84.64397,0.061476808
317,49.476173,-84.71571,0.070797585
318,49.585938,-84.75025,0.10444777
319,43.145657,-84.7237,0.1077874
320,38.72323,-84.73984,0.11574405
321,34.463013,-84.724205,0.109586544
322,34.427406,-84.69445,0.17682469
323,34.562614,-84.637184,0.1937365
324,35.029804,-84.68671,0.1866517
325,35.38887,-84.69835,0.18145867
326,35.96789,-84.675316,0.10207529
327,35.972073,-84.67955,0.038083587
328,33.258545,-84.65886,0.040336106
329,32.460384,-84.6569,0.06334809
330,32.553524,-84.64885,0.040962633
331,32.59234,-84.63005,0.040358797
332,32.685978,-84.62072,0.060882
333,32.680305,-84.696304,0.08651935
334,32.61027,-84.76405,0.1271113
335,32.448906,-84.83119,0.08843679
336,32.50029,-84.88849,0.09199648
337,32.41018,-84.98125,0.22061871
338,32.271015,-85.01471,0.12642513
339,32.22633,-85.05249,0.10091368
340,32.27923,-85.05036,0.09780582
341,32.366024,-85.01698,0.08128308
342,33.317715,-85.02678,0.07109026
343,36.571316,-84.98807,0.0865628
344,39.36108,-84.99141,0.16566922
345,39.129276,-84.96102,0.07520352
346,39.169575,-84.99147,0.054421324
347,39.23542,-85.03654,0.041797493
348,39.418682,-85.01459,0.08765042
349,39.49598,-85.00257,0.08839507
350,39.95911,-84.9745,0.11745568
351,40.50042,-84.92691,0.0887587
352,40.791683,-84.911064,0.027041838
353,40.968323,-84.90855,0.030384978
354,40.715916,-84.92555,0.12835354
355,40.48442,-84.92286,0.26284188
356,40.000042,-84.94528,0.28215703
357,39.807632,-85.05973,0.3201501
358,39.689156,-85.13705,0.21299718
359,39.715813,-85.17265,0.13940491
360,39.698586,-85.16029,0.1086311
361,39.376785,-85.14054,0.11025757
362,39.721134,-85.135155,0.031009993
363,35.545876,-85.173386,0.043705836
364,35.467735,-85.14915,0.06567663
365,35.6738,-85.15142,0.1464881
366,36.108368,-85.09877,0.08862231
367,36.16519,-85.13113,0.062266406
368,33.11223,-85.1045,0.031193119
369,32.51499,-85.14996,0.0279755
370,32.45394,-85.14949,0.054621156
371,32.554462,-85.161766,0.042672027
372,32.4945,-85.141754,0.056085676
373,32.49609,-85.09181,0.08664403
374,32.490387,-85.030876,0.054381996
375,34.168015,-85.01772,0.04837094
376,34.11219,-85.063095,0.11022762
377,34.104507,-85.10291,0.36899194
378,34.15661,-85.07461,0.3441886
379,34.10058,-85.034134,0.14670195
380,33.89109,-85.01992,0.11998448
381,33.861782,-85.07052,0.046987556
382,32.21401,-85.129105,0.046818808
383,32.18814,-85.23452,0.06397283
384,32.197395,-85.31451,0.080509916
385,32.29506,-85.33963,0.07649994
386,32.478863,-85.34525,0.058711197
387,32.60919,-85.36702,0.12157471
388,32.66201,-85.451965,0.12684806
389,33.212852,-85.50928,0.3118316
390,32.778973,-85.50331,0.22010025
391,32.265736,-85.4381,0.039903212
392,32.157047,-85.41354,0.02191306
393,32.100388,-85.37437,0.013596437
394,32.072556,-85.393364,0.02531174
395,32.141235,-85.376686,0.032692105
396,32.264595,-85.35096,0.056241956
397,32.37548,-85.337074,0.059854746
398,32.446285,-85.40105,0.053976852
399,33.51965,-85.40639,0.037212923
400,33.391747,-85.35017,0.027009124
401,33.260723,-85.34369,0.014138005
402,33.249123,-85.3226,0.03822067
403,33.20935,-85.38342,0.03258665
404,33.161785,-85.448456,0.016440656
405,33.39364,-85.501526,0.02805905
406,33.5069,-85.58797,0.030361362
407,33.359722,-85.64182,0.034626845
408,33.406063,-85.692474,0.0707908
409,32.35701,-85.68523,0.041178543
410,32.122105,-85.72982,0.06473267
411,32.262318,-85.75986,0.12662767
412,32.255314,-85.82176,0.21778022
413,32.3924,-85.944336,0.15516952
414,32.348373,-86.08277,0.13240956
415,32.298805,-86.18449,0.17310277
416,32.421192,-86.27816,0.17553225
417,32.956814,-86.3207,0.08422896
418,35.01063,-86.25641,0.035117835
419,35.160656,-86.187805,0.019715644
420,34.554497,-86.09782,0.0346018
421,34.45244,-86.08959,0.08959377
422,32.67616,-86.04444,0.08430137
423,32.602215,-85.94519,0.10387452
424,32.393257,-85.89054,0.10739856
425,32.379894,-85.76459,0.13619997
426,32.330994,-85.50986,0.1113973
427,32.366253,-85.13556,0.1004231
428,32.396458,-84.65584,0.051207647
429,32.467133,-84.09031,0.06439176
430,32.794933,-83.52813,0.17536964
431,32.77672,-82.979546,0.26631463
432,32.62404,-82.44757,0.41136086
433,32.578968,-81.905136,0.33380973
434,32.464954,-81.49504,0.1974111
435,32.310932,-81.1726,0.17584842
436,32.284546,-80.94354,0.16948406
437,32.34414,-80.84187,0.11415307
438,32.326538,-80.850914,0.07800379
439,32.373993,-80.89687,0.16704464
440,32.432377,-80.989784,0.12321047
441,32.8248,-81.11004,0.22024065
442,33.09211,-81.27719,0.35315013
443,32.840107,-81.438835,0.16642898
444,32.426117,-81.565056,0.14271615
445,32.33137,-81.63909,0.03827134
446,32.242413,-81.65917,0.020223262
447,32.18861,-81.61808,0.016536938
448,32.105824,-81.51837,0.03327493
449,32.090374,-81.44607,0.03568097
450,32.10411,-81.33663,0.045633234
451,32.127098,-81.32144,0.04782176
452,32.184216,-81.377106,0.031718317
453,32.275417,-81.46348,0.02131608
454,32.21344,-81.62327,0.04978521
455,32.855896,-81.86014,0.060932886
456,36.456333,-82.018326,0.047472317
457,39.200523,-82.164474,0.027551726
458,42.7388,-82.26,0.02470842
459,47.696636,-82.40477,0.009429495
460,49.745026,-82.60801,0.012557223
461,54.70941,-82.82495,0.014279557
462,54.34302,-83.06916,0.020329462
463,53.80716,-83.3047,0.026898386
464,53.55521,-83.48763,0.08013252
465,53.254982,-83.684105,0.10554591
466,53.900658,-83.83885,0.07823984
467,54.02436,-83.97839,0.022930535
468,54.42975,-84.1116,0.08625627
469,54.764534,-84.152084,0.04086447
470,55.018017,-84.22433,0.012273021
471,55.116444,-84.29733,0.0052356417
472,56.202305,-84.430275,0.0046865377
473,60.600845,-84.502365,0.018330358
474,67.691635,-84.56275,0.05686361
475,75.8317,-84.63753,0.08144764
476,81.17553,-84.73922,0.043955605
477,91.26117,-84.74556,0.04189282
478,100.820755,-84.72794,0.055772856
479,109.4102,-84.77039,0.08274606
480,124.73589,-84.75353,0.16445962
481,135.50412,-84.82921,0.14266147
482,155.64374,-84.93451,0.1277613
483,165.16554,-84.95133,0.20729016
484,189.5197,-84.96791,0.08107078
485,207.92387,-84.9223,0.061466344
486,229.01881,-84.8888,0.036635242
487,260.0728,-84.67116,0.07265575
488,285.29605,-84.44749,0.05269501
489,314.12122,-84.18613,0.12367459
490,312.98218,-83.80955,0.24531485
491,300.44006,-83.45884,0.42347252
492,299.9978,-83.13566,0.56638926
493,299.563,-82.768364,0.67889863
494,297.9728,-82.38775,0.70025074
495,296.71207,-81.95523,0.7044638
496,295.1837,-81.56627,0.6812401
497,293.45483,-81.159004,0.63985026
498,291.83215,-80.71418,0.6534057
499,293.75153,-80.373184,0.63855404
500,291.61276,-80.09999,0.65495014
501,293.88998,-79.8638,0.6654235
502,293.59314,-79.62115,0.6600299
503,292.5734,-79.4328,0.7015261
504,292.40485,-79.25743,0.7163184
505,292.05685,-79.15644,0.7496508
506,291.16974,-79.02239,0.82004285
507,290.6132,-78.93404,0.8707292
508,290.27255,-78.858696,0.89859045
509,289.7589,-78.68545,0.90449727
510,289.36316,-78.52856,0.9290289
511,289.37823,-78.470436,0.9357451
512,289.31027,-78.30914,0.93894756
513,289.2864,-78.08605,0.9366471
514,289.39227,-77.930855,0.92945576
515,289.4765,-77.77533,0.925543
516,289.76315,-77.59713,0.92204106
517,290.39844,-77.39575,0.9413181
518,291.11404,-77.27062,0.9493044
519,291.95972,-77.0856,0.94112325
520,292.69522,-76.92098,0.92470026
521,293.51447,-76.83118,0.95486116
522,294.68423,-76.645775,0.9691899
523,295.66342,-76.43629,0.9621
524,296.66626,-76.2393,0.9401334
525,297.73914,-76.03828,0.962302
526,298.9104,-75.97228,0.95517546
527,300.19385,-75.885056,0.9384918
528,301.87857,-75.720955,0.95717216
529,303.38605,-75.630356,0.92114127
530,304.83102,-75.51468,0.9368934
531,306.34097,-75.43064,0.9159301
532,308.20566,-75.306496,0.9376697
533,309.67813,-75.175415,0.93355036
534,310.68213,-74.96278,0.9455538
535,311.24454,-74.78298,0.96289814
536,311.74347,-74.64457,0.970028
537,312.16397,-74.54594,0.97244024
538,312.47702,-74.336464,0.97296417
539,312.63116,-74.044464,0.9717739
540,312.8908,-73.80316,0.9703561
541,312.95245,-73.56136,0.96435744
542,313.39413,-73.340614,0.95406824
543,313.1886,-73.12593,0.9561709
544,313.47476,-72.92504,0.9498655
545,313.43246,-72.72611,0.94656193
546,313.8134,-72.55943,0.9378953
547,313.5235,-72.44931,0.9489661
548,313.4206,-72.29525,0.95247895
549,313.3152,-72.159134,0.9577095
550,313.5308,-72.070206,0.95540524
551,313.55353,-71.86145,0.9566502
552,313.76053,-71.71442,0.9495627
553,313.93137,-71.51564,0.9393632
554,314.2342,-71.39522,0.93582153
555,314.96326,-71.26831,0.9464323
556,315.4974,-71.208015,0.93293434
557,316.27325,-71.18409,0.92004025
558,316.90295,-71.22369,0.9098801
559,317.8429,-71.17728,0.91363525
560,318.21426,-71.10091,0.9321379
561,318.36963,-71.040825,0.94611764
562,318.41208,-71.00585,0.953882
563,318.65805,-71.05932,0.95643234
564,319.0392,-71.07196,0.9596344
565,319.61948,-71.09517,0.95456004
566,319.78503,-71.026474,0.9543408
567,320.211,-70.927155,0.94659495
568,320.62146,-70.75171,0.9276117
569,321.30252,-70.5988,0.9314099
570,321.69632,-70.42672,0.94328076
571,321.87357,-70.28534,0.9492448
572,321.6816,-70.1194,0.9416882
573,321.35367,-70.06105,0.93318367
574,321.13763,-70.03085,0.92886454
575,320.86368,-70.031624,0.9276716
576,320.9877,-69.98882,0.9246338
577,321.25073,-69.9584,0.9294259
578,321.56534,-69.93329,0.9383012
579,321.68594,-69.90941,0.9363063
580,321.74713,-69.838425,0.9357752
581,321.9428,-69.78005,0.94106907
582,322.1048,-69.65267,0.94204223
583,322.38373,-69.479805,0.94894713
584,322.5168,-69.33845,0.95147663
585,322.5824,-69.26191,0.9556685
586,322.32153,-69.1884,0.9498202
587,322.11313,-69.01511,0.9466392
588,321.87183,-68.73938,0.9454454
589,321.68933,-68.44477,0.938945
590,321.5903,-68.16912,0.9378476
591,321.64975,-67.88923,0.93918574
592,321.75644,-67.74186,0.9420708
593,321.57285,-67.592354,0.936118
594,321.35675,-67.54315,0.9291098
595,321.19885,-67.408615,0.92656726
596,321.24106,-67.33733,0.92461497
597,321.4407,-67.27863,0.93279016
598,321.87424,-67.25918,0.9427543
599,322.51367,-67.279625,0.9525786
600,322.83792,-67.299614,0.9547514
601,322.94748,-67.29975,0.9540616
602,323.09717,-67.31788,0.9550955
603,323.31503,-67.350426,0.95016086
604,323.75873,-67.2965,0.948734
605,324.11353,-67.2474,0.95116884
606,324.69128,-67.19301,0.94147056
607,325.02692,-67.17759,0.9359558
608,325.14536,-67.11921,0.9342662
609,324.9895,-66.95991,0.9426851
610,324.77,-66.85496,0.9485025
611,324.5773,-66.83004,0.95164543
612,324.51477,-66.82384,0.95221686
613,324.62482,-66.83909,0.94139385
614,324.7876,-66.9506,0.9374391
615,324.98193,-67.08634,0.9329066
616,325.3097,-67.1949,0.9397777
617,325.30795,-67.35772,0.9369898
618,325.2211,-67.49203,0.9296311
619,324.87054,-67.6181,0.9385421
620,324.46957,-67.69873,0.9417344
621,324.24484,-67.8286,0.94388306
622,323.92148,-68.01388,0.9487851
623,323.8975,-68.1404,0.9430021
624,324.12415,-68.249435,0.9417265
625,324.07437,-68.33287,0.94102615
626,324.02875,-68.451775,0.94541395
627,323.7379,-68.50443,0.9447972
628,323.50717,-68.374695,0.94592696
629,323.31433,-68.34988,0.9492614
630,323.2484,-68.24286,0.9448616
631,323.27695,-68.28751,0.9438745
632,323.4906,-68.16167,0.9470172
633,324.05145,-68.06319,0.94473666
634,324.36133,-67.958015,0.9389362
635,324.40674,-67.81341,0.93632984
636,324.37515,-67.65752,0.9426188
637,324.34964,-67.49907,0.93638813
638,324.39807,-67.45686,0.93499875
639,324.33057,-67.446304,0.9391049
640,324.68033,-67.45002,0.9253199
641,324.99652,-67.50775,0.91943324
642,325.12396,-67.607765,0.9199276
643,325.22787,-67.69838,0.92635095
644,325.31094,-67.815506,0.92359734
645,325.59457,-67.90475,0.9323971
646,325.61835,-67.94703,0.9335514
647,325.7314,-68.012665,0.9329706
648,326.08493,-67.94989,0.93940157
649,326.13846,-67.92733,0.94340295
650,326.42227,-67.92884,0.9484808
651,326.69098,-67.96949,0.9516469
652,326.84302,-67.901794,0.95623076
653,326.88034,-67.97179,0.9584345
654,326.9426,-67.928535,0.957523
655,327.04996,-67.902054,0.9585394
656,326.8324,-67.91552,0.9586128
657,326.48593,-67.91215,0.95413697
658,326.2906,-67.94306,0.95067847
659,325.9829,-67.94319,0.95035386
660,325.89346,-67.91166,0.94710815
661,325.72064,-67.795616,0.94086
662,325.4562,-67.7932,0.9386664
663,325.1357,-67.741905,0.93144244
664,324.99734,-67.65283,0.9363292
665,324.96478,-67.613075,0.9358839
666,325.02365,-67.58366,0.9337768
667,324.96664,-67.53492,0.9290366
668,325.06345,-67.55163,0.92592424
669,325.06622,-67.57144,0.9273817
670,325.26636,-67.57518,0.922041
671,325.58405,-67.60441,0.9325189
672,325.78723,-67.63727,0.94290996
673,326.0156,-67.67968,0.948271
674,326.25168,-67.72216,0.9497377
675,326.65076,-67.77953,0.95532393
676,327.06458,-67.90713,0.9557612
677,327.34225,-68.04584,0.9539017
678,327.87543,-68.23381,0.9509172
679,328.27606,-68.437004,0.942832
680,328.79614,-68.71124,0.93877953
681,329.29803,-69.050224,0.95518124
682,329.7577,-69.34142,0.9645656
683,330.37814,-69.52136,0.9721726
684,330.73743,-69.74632,0.97284263
685,331.36218,-70.02354,0.9693178
686,331.93576,-70.18407,0.9594886
687,332.24097,-70.30648,0.9532418
688,332.66254,-70.4144,0.9516658
689,332.96887,-70.50248,0.957491
690,333.13385,-70.56021,0.959374
691,333.42975,-70.512985,0.96393734
692,333.7874,-70.41898,0.9623497
693,333.97107,-70.29878,0.958523
694,334.4835,-70.255905,0.95829916
695,334.72406,-70.289444,0.94772184
696,334.8072,-70.35391,0.9388827
697,334.96182,-70.268,0.93625647
698,334.6154,-70.27094,0.93172616
699,334.18024,-70.32767,0.9355038
700,333.80023,-70.304596,0.9467115
701,333.2511,-70.23161,0.9418291
702,332.79932,-70.200066,0.9346216
703,332.55576,-70.241165,0.94328237
704,332.25278,-70.25094,0.95465297
705,332.09467,-70.25429,0.956535
706,331.9068,-70.187706,0.96461004
707,331.90628,-70.11703,0.96558297
708,331.89212,-70.11375,0.9625915
709,331.95673,-70.115166,0.9648134
710,332.1422,-70.03975,0.961871
711,332.21198,-70.050865,0.95618975
712,332.47995,-70.0601,0.95197266
713,332.82892,-70.081635,0.9469541
714,332.9475,-70.11412,0.9475852
715,333.21198,-70.1585,0.9564379
716,333.4891,-70.202415,0.95962125
717,333.54092,-70.2507,0.95869786
718,333.83972,-70.20106,0.9655772
719,334.10382,-70.14806,0.9660881
720,334.2484,-70.157715,0.9656106
721,334.44052,-70.154274,0.9701368
722,334.50226,-70.1804,0.9708692
723,334.42334,-70.1268,0.9699223
724,334.32767,-70.05854,0.9712125
725,334.12097,-70.05863,0.9714855
726,333.9339,-70.015366,0.9691544
727,333.74588,-70.004974,0.96775883
728,333.49216,-69.9888,0.9668641
729,333.32135,-70.012,0.9635823
730,333.25546,-69.98489,0.96145946
